datestop,arstmade,frisked,searched,addrnum,stname,stinter,crossst
11062015,N,N,N, , ,WATSON AVENUE,BOYNTON AVENUE
11082015,N,Y,N,2925,CRUGER AVENUE,ADEE AVENUE,ARNOW AVENUE
11092015,N,Y,Y, , ,CLAY AVENUE,EAST 169 STREET
11092015,Y,Y,Y, , ,CLAY AVENUE,EAST 169 STREET
11092015,N,Y,Y, , ,CLAY AVENUE,EAST 169 STREET
11112015,N,N,N, , ,BOGART AVENUE,PELHAM PARKWAY SOUTH
11122015,N,Y,N, , ,HONE AVENUE,LYDIG AVENUE
11122015,N,Y,N, , ,HONE AVENUE,LYDIG AVENUE
11122015,N,Y,N, , ,LYDIG AVENUE,LURTING AVENUE
11122015,N,Y,N, , ,LYDIG AVENUE,LURTING AVENUE
11162015,N,Y,N,2975,WHITE PLAINS ROAD,ADEE AVENUE,ARNOW AVENUE
11162015,N,N,N, , ,BARNES AVENUE,ALLERTON AVENUE
11182015,N,Y,N,848,HUNTS POINT AVENUE,GILBERT PLACE,LAFAYETTE AVENUE
11222015,N,Y,N,140,CARVER LOOP,COOP CITY BOULEVARD,COOPER PLACE
11222015,Y,N,N, , ,SPOFFORD AVENUE,FAILE STREET
11252015,N,Y,N, , ,MARBLE HILL AVENUE,WEST 225 STREET
11252015,N,Y,N, , ,MARBLE HILL AVENUE,WEST 225 STREET
11302015,N,Y,N, , ,WHITE PLAINS ROAD,NEREID AVENUE
12032015,N,Y,N,951,LEGGETT AVENUE,BECK STREET,KELLY STREET
12042015,N,Y,N,301,EAST 143 STREET,3 AVENUE,MORRIS AVENUE
12052015,N,Y,N, , ,WEST KINGSBRIDGE ROAD,RESERVOIR AVENUE
12052015,Y,Y,Y, , ,MOSHOLU PARKWAY,BEDFORD PARK BOULEVARD
12052015,Y,Y,Y, , ,BAINBRIDGE AVENUE,MARION AVENUE
12062015,Y,Y,Y,3673,3 AVENUE,EAST 170 STREET,EAST 169 STREET
12072015,Y,Y,Y, , ,3 AVENUE,EAST 138 STREET
12082015,Y,Y,Y, , ,EAST 180 STREET,DALY AVENUE
12092015,Y,Y,Y, , ,WASHINGTON AVENUE,EAST 167 STREET
12122015,N,Y,N,970,KELLY STREET,WESTCHESTER AVENUE,EAST 163 STREET
12132015,Y,Y,N, , ,BARRETTO STREET,BRUCKNER BOULEVARD
12142015,Y,Y,Y,283,CYPRESS AVENUE,EAST 140 STREET,EAST 139 STREET
12152015,Y,Y,Y,3603,3 AVENUE,EAST 170 STREET,EAST 169 STREET
12152015,Y,Y,Y,1309,WASHINGTON AVENUE,EAST 170 STREET,EAST 169 STREET
12152015,N,Y,N, , ,EAST 174 STREET,MORRISON AVENUE
12172015,N,Y,N, , ,WHITE PLAINS ROAD,EAST 213 STREET
12192015,Y,Y,Y,1135,EAST 229 STREET,SCHIEFELIN AVENUE,LACONIA AVENUE
12202015,N,Y,N,976,LEGGETT AVENUE,FOX STREET,BECK STREET
12202015,Y,Y,Y,400,BROOK AVENUE,EAST 145 STREET,EAST 144 STREET
12202015,Y,Y,Y, , ,CRUGER AVENUE,BRADY AVENUE
12292015,N,Y,Y, , ,WHITE PLAINS ROAD,NEREID AVENUE
12292015,N,Y,N,576,EAST 165 STREET,CAULDWELL AVENUE,BOSTON ROAD
12292015,Y,Y,Y,383,EAST 141 STREET,WILLIS AVENUE,ALEXANDER AVENUE
12302015,N,N,N,620,EAST 137 STREET,CYPRESS AVENUE,SAINT ANNS AVENUE
1012015,N,Y,N,674,EAST 149 STREET,TRINITY AVENUE,MOORE HOUSES
1012015,N,Y,N, , ,GILBERT PLACE,HUNTS POINT AVENUE
1012015,N,Y,N,995,SIMPSON STREET,WESTCHESTER AVENUE,EAST 163 STREET
1012015,N,Y,N, , ,PAULDING AVENUE,ALLERTON AVENUE
1022015,Y,Y,Y, , ,CARPENTER AVENUE,EAST 229 STREET
1022015,N,Y,N, , ,WHITE PLAINS ROAD,EAST 239 STREET
1032015,N,N,N,2463,GRAND AVENUE,WEST 188 STREET,WEST FORDHAM ROAD
1042015,N,Y,N, , ,WATSON AVENUE,ELDER AVENUE
1072015,N,Y,N, , ,COLLEGE AVENUE,EAST 170 STREET
1072015,N,Y,N, , ,RICHARDSON AVENUE,EAST 241 STREET
1082015,N,Y,N, , ,JEROME AVENUE,WEST 168 STREET
1092015,N,Y,N,1358,WASHINGTON AVENUE,EAST 170 STREET,EAST 169 STREET
1102015,N,Y,N, , ,EAST 166 STREET,COLLEGE AVENUE
1102015,Y,Y,Y,1100,TELLER AVENUE,EAST 167 STREET,EAST 166 STREET
1102015,N,N,N, , ,COLLEGE AVENUE,EAST 170 STREET
1122015,N,Y,N, , ,WHITE PLAINS ROAD,EAST 241 STREET
1132015,Y,N,N,721,TINTON AVENUE,WESTCHESTER AVENUE,ADAMS PROJECT
1142015,N,Y,N, , ,KELLY STREET,LONGWOOD AVENUE
1142015,N,Y,N,1485,MACOMBS ROAD,CROMWELL AVENUE,INWOOD AVENUE
1142015,Y,Y,Y, , ,JENNINGS STREET,PROSPECT AVENUE
1152015,N,Y,N, , ,EAST 220 STREET,BARNES AVENUE
1152015,N,Y,N, , ,EAST 228 STREET,WHITE PLAINS ROAD
1152015,N,Y,N,1039,CLAY AVENUE,EAST 166 STREET,EAST 165 STREET
1152015,N,Y,N, , ,EAST 167 STREET,CLAY AVENUE
1152015,N,Y,N,1479,MACOMBS ROAD,CROMWELL AVENUE,INWOOD AVENUE
1162015,N,Y,N, , ,GOBLE PLACE,JEROME AVENUE
1162015,N,Y,N, , ,LONGWOOD AVENUE,KELLY STREET
1172015,N,Y,N,1710,VYSE AVENUE,EAST 174 STREET,EAST 173 STREET
1172015,N,Y,N,1710,VYSE AVENUE,EAST 174 STREET,EAST 173 STREET
1172015,N,Y,N, , ,EAST 156 STREET,FOX STREET
1182015,N,Y,N,585,SOUTHERN BOULEVARD,SAINT JOHN AVENUE,EAST 149 STREET
1182015,N,N,N, , ,COLLEGE AVENUE,EAST 166 STREET
1192015,N,N,N, , ,EAST 166 STREET,COLLEGE AVENUE
1202015,N,N,N,1075,UNIVERSITY AVENUE,WEST 167 STREET,HIGHBRIDGE PROJECT
1202015,N,Y,N,1468,WEBSTER AVENUE,EAST 171 STREET,EAST 170 STREET
1212015,Y,Y,Y,370,EAST 188 STREET,WEBSTER AVENUE,MARION AVENUE
1212015,N,Y,N,942,SOUTHERN BOULEVARD,ALDUS STREET,EAST 163 STREET
1222015,N,N,N,1058,SOUTHERN BOULEVARD,WESTCHESTER AVENUE,ALDUS STREET
1232015,N,Y,N, , ,WEST MOUNT EDEN AVENUE,MACOMBS ROAD
1232015,N,Y,N, , ,MT EDEN,INWOOD AVE
1242015,N,Y,N, , ,UNIVERSITY AVENUE,WEST 167 STREET
1242015,N,Y,N,1360,OGDEN AVENUE,UNIVERSITY AVENUE,WEST 170 STREET
1242015,N,Y,N,1360,OGDEN AVENUE,UNIVERSITY AVENUE,WEST 170 STREET
1242015,N,Y,Y, , ,SEWARD AVENUE,BOLTON AVENUE
1242015,N,Y,N, , ,WOODYCREST AVENUE,WEST 166 STREET
1252015,N,Y,N, , ,FRANKLIN AVENUE,EAST 169 STREET
1252015,N,Y,N, , ,DECATUR AVENUE,EAST 198 STREET
1302015,Y,Y,N, , ,WHITE PLAINS ROAD,EAST 215 STREET
1302015,Y,Y,N,1457,OGDEN AVENUE,UNIVERSITY AVENUE,WEST 171 STREET
1302015,N,Y,N,915,KELLY STREET,EAST 163 STREET,INTERVALE AVENUE
1312015,N,Y,N, , ,LACONIA AVENUE,EAST GUN HILL ROAD
1312015,N,Y,Y, , ,WEST MOUNT EDEN AVENUE,MACOMBS ROAD
2022015,N,N,N,1269,GRAND CONCOURSE,EAST 169 STREET,EAST 168 STREET
2032015,N,Y,N, , ,UNIVERSITY AVENUE,WEST 165 STREET
2032015,N,Y,N,1275,GRANT HIGHWAY,WEST 169 STREET,WEST 168 STREET
2032015,N,N,N,1100,TELLER AVENUE,EAST 167 STREET,EAST 166 STREET
2032015,Y,Y,Y,1791,BRUCKNER BOULEVARD,BEACH AVENUE,ROSEDALE AVENUE
2042015,N,N,N, , ,GRANT HIGHWAY,JESUP AVENUE
2042015,N,N,N, , ,SPOFFORD AVENUE,MANIDA STREET
2052015,Y,Y,Y, , ,OGDEN AVENUE,WEST 162 STREET
2062015,Y,N,N,1457,OGDEN AVENUE,UNIVERSITY AVENUE,WEST 171 STREET
2062015,Y,N,N,1457,OGDEN AVENUE,UNIVERSITY AVENUE,WEST 171 STREET
2072015,N,Y,N, , ,CLAY AVENUE,EAST 167 STREET
2072015,N,Y,N, , ,BOSTON ROAD,EAST 166 STREET
2072015,N,Y,N, , ,COLLEGE AVENUE,EAST 166 STREET
2082015,N,N,N,1027,SOUTHERN BOULEVARD,WESTCHESTER AVENUE,EAST 163 STREET
2082015,Y,N,Y,1790,STORY AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE
2102015,N,Y,N, , ,BAINBRIDGE AVENUE,EAST 197 STREET
2102015,N,Y,N,1140,ANDERSON AVENUE,WEST 167 STREET,WEST 166 STREET
2122015,Y,N,N,1595,EAST 174 STREET,HARROD AVENUE,MANOR AVENUE
2122015,N,Y,N, , ,MACLAY AVENUE,SAINT PETERS AVENUE
2122015,N,Y,N, , ,FINDLAY AVENUE,EAST 165 STREET
2132015,Y,Y,Y, , ,WHITE PLAINS ROAD,EAST 239 STREET
2132015,N,Y,N, , ,BOSTON ROAD,FENTON AVENUE
2132015,N,Y,N,1056,FINDLAY AVENUE,EAST 166 STREET,EAST 165 STREET
2142015,N,Y,N, , ,GRAND CONCOURSE,EAST 196 STREET
2142015,Y,Y,Y,2020,GRAND CONCOURSE,BUSH STREET,EAST 179 STREET
2142015,N,Y,Y, , ,EAST 164 STREET,PROSPECT AVENUE
2162015,N,Y,N, , ,JESUP AVENUE,WEST 172 STREET
2162015,Y,Y,N,681,COURTLANDT AVENUE,EAST 156 STREET,EAST 153 STREET
2172015,N,N,N,1402,NELSON AVENUE,WEST 172 STREET,GRANT HIGHWAY
2172015,N,N,N,1130,GRAND CONCOURSE,MCCLELLAN STREET,EAST 166 STREET
2172015,N,Y,N,1181,SHERIDAN AVENUE,EAST 167 STREET,MCCLELLAN STREET
2182015,Y,Y,Y,3080,PARK AVENUE,EAST 158 STREET,EAST 157 STREET
2182015,N,N,N, , ,BARRETTO STREET,LAFAYETTE AVENUE
2182015,N,Y,N, , ,BARNES AVENUE,EAST 227 STREET
2182015,N,Y,N, , ,STEBBINS AVENUE,EAST 165 STREET
2182015,N,N,N,660,TIFFANY STREET,SPOFFORD AVENUE,RANDALL AVENUE
2192015,Y,N,N,681,COURTLANDT AVENUE,EAST 156 STREET,EAST 153 STREET
2202015,Y,N,N,530,OLMSTEAD AVENUE,RANDALL AVENUE,LACOMBE AVENUE
2202015,Y,N,N,530,OLMSTEAD AVENUE,RANDALL AVENUE,LACOMBE AVENUE
2212015,N,Y,N, , ,PROSPECT AVENUE,EAST 164 STREET
2242015,N,Y,N,1230,WEBSTER AVENUE,EAST 169 STREET,EAST 168 STREET
2252015,N,Y,N, , ,EAST 198 STREET,GRAND CONCOURSE
2262015,N,Y,N, , ,BARNES AVENUE,EAST 218 STREET
2262015,N,Y,N, , ,HUNTS POINT AVENUE,GILBERT PLACE
2272015,N,Y,N, , ,COLLEGE AVENUE,EAST 165 STREET
2272015,N,Y,N, , ,ELLSWORTH AVENUE,WATERBURY AVENUE
2272015,N,Y,N,1385,WASHINGTON AVENUE,EAST 170 STREET,EAST 169 STREET
2272015,N,Y,N,1285,WASHINGTON AVENUE,EAST 169 STREET,EAST 168 STREET
2272015,N,Y,N, , ,EAST 214 STREET,WILSON AVENUE
2282015,N,Y,N, , ,EAST TREMONT AVENUE,SAINT RAYMOND AVENUE
2282015,N,Y,N, , ,BARNES AVENUE,EAST 216 STREET
2282015,N,Y,N, , ,SHERIDAN AVENUE,MCCLELLAN STREET
3012015,N,N,N, , ,WOODYCREST AVENUE,WEST 165 STREET
3032015,N,Y,N,218,EAST 170 STREET,SHERIDAN AVENUE,GRAND CONCOURSE
3062015,N,Y,N, , ,SOUTHERN BOULEVARD,ALDUS STREET
3062015,N,Y,N, , ,BRYANT AVENUE,ALDUS STREET
3082015,N,Y,N, , ,EAST 149 STREET,SOUTHERN BOULEVARD
3082015,Y,N,N,285,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE
3092015,Y,Y,N,681,COURTLANDT AVENUE,EAST 156 STREET,EAST 153 STREET
3112015,N,Y,N, , ,BARNES AVENUE,EAST 213 STREET
3112015,N,Y,N, , ,WICKHAM AVENUE,EAST 222 STREET
3122015,N,Y,N,941,INTERVALE AVENUE,WESTCHESTER AVENUE,EAST 163 STREET
3132015,N,N,N, , ,CITY LINE,EAST 242 STREET
3132015,Y,Y,Y, , ,CITY LINE,EAST 242 STREET
3142015,N,N,N, , ,SOUTHERN BOULEVARD,EAST 163 STREET
3142015,Y,N,N,370,EAST 153 STREET,MELROSE AVENUE,COURTLANDT AVENUE
3142015,Y,Y,N,721,TINTON AVENUE,WESTCHESTER AVENUE,ADAMS PROJECT
3162015,N,Y,N, , ,3 AVENUE,SAINT PAULS PLACE
3162015,N,Y,N, , ,3 AVENUE,SAINT PAULS PLACE
3162015,N,Y,N,1802,STORY AVENUE,TAYLOR AVENUE,ROSEDALE AVENUE
3182015,N,N,N, , , , 
3182015,N,Y,N, , ,WHITE PLAINS ROAD,EAST 213 STREET
3192015,Y,Y,N, , ,BARNES AVENUE,EAST 242 STREET
3212015,N,Y,Y, , ,DILL PLACE,EAST TREMONT AVENUE
3222015,Y,N,Y,215,ALEXANDER AVENUE,EAST 138 STREET,EAST 137 STREET
3232015,N,Y,N,638,EAST 169 STREET,BOSTON ROAD,MCKINLEY SQUARE
3232015,Y,N,N,285,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE
3252015,N,Y,N,1916,WILLIAMSBRIDGE ROAD,NEILL AVENUE,RHINELANDER AVENUE
3262015,N,Y,N, , ,BRUCKNER BOULEVARD,HUNTS POINT AVENUE
3272015,N,N,N,424,MORRIS AVENUE,PATTERSON PROJECT,EAST 143 STREET
3272015,N,N,N,100,ERDMAN PLACE,DEAD END,EINSTEIN LOOP
3272015,N,Y,N, , ,BARNES AVENUE,EAST 226 STREET
3272015,N,Y,N, , ,LACONIA AVENUE,EAST 226 STREET
3282015,N,Y,N,308,EAST 145 STREET,3 AVENUE,COLLEGE AVENUE
3282015,N,Y,N, , ,HAMMERSLEY AVENUE,MICKLE AVENUE
3292015,Y,Y,N, , ,GRAND CONCOURSE,EAST 149 STREET
3302015,N,N,N,2080,WALLACE AVENUE,LYDIG AVENUE,BRADY AVENUE
3312015,N,Y,N, , ,CARPENTER AVENUE,EAST 225 STREET
4022015,N,N,N, , ,EAST 161 STREET,CAULDWELL AVENUE
4022015,N,Y,N,756,EAST 232 STREET,BARNES AVENUE,WHITE PLAINS ROAD
4032015,N,Y,N, , ,MELROSE AVENUE,EAST 150 STREET
4042015,N,N,N, , ,SIMPSON STREET,WESTCHESTER AVENUE
4042015,Y,N,N,1575,EAST 174 STREET,MANOR AVENUE,BRONX RIVER AVENUE
4042015,N,Y,N,906,SIMPSON STREET,EAST 163 STREET,BARRETTO STREET
4042015,N,Y,N,906,SIMPSON STREET,EAST 163 STREET,BARRETTO STREET
4042015,Y,Y,Y, , ,LACONIA AVENUE,EAST 221 STREET
4062015,Y,N,N,1165,EAST 226 DRIVE,SCHIEFELIN AVENUE,EAST 225 STREET
4072015,N,N,N,338,EAST 145 STREET,3 AVENUE,COLLEGE AVENUE
4072015,N,Y,N, , ,CLAY AVENUE,EAST 166 STREET
4072015,Y,N,N,3881,BAYCHESTER AVENUE,GRENADA PLACE,SCHIEFELIN AVENUE
4082015,Y,Y,N, , ,NEREID AVENUE,BULLARD AVENUE
4082015,N,Y,N, , ,FREEMAN STREET,VYSE AVENUE
4082015,Y,Y,Y,1138,EAST 229 DRIVE SOUTH,EDENWALD HOUSES,EAST 229 STREET
4102015,Y,Y,N,2635,3 AVENUE,EAST 143 STREET,MORRIS AVENUE
4102015,N,Y,N, , ,BARRETTO STREET,GARRISON AVENUE
4112015,N,N,N,2020,MULINER AVENUE,BRADY AVENUE,NEILL AVENUE
4122015,Y,Y,Y, , ,KELLY STREET,EAST 163 STREET
4132015,N,Y,N, , ,WASHINGTON AVENUE,EAST 169 STREET
4132015,N,Y,N, , ,WASHINGTON AVENUE,EAST 169 STREET
4142015,Y,Y,Y,1154,EAST 229 DRIVE SOUTH,EDENWALD HOUSES,EAST 229 STREET
4142015,Y,Y,N, , ,PITMAN AVENUE,EDSON AVENUE
4142015,Y,Y,N, , ,PITMAN AVENUE,EDSON AVENUE
4152015,N,Y,N, , ,GARRISON AVENUE,BRYANT AVENUE
4152015,N,Y,N, , ,PROSPECT AVENUE,EAST 163 STREET
4162015,N,N,N,2595,3 AVENUE,EAST 143 STREET,MORRIS AVENUE
4172015,N,N,N, , ,BRYANT AVENUE,LAFAYETTE AVENUE
4182015,N,Y,N, , ,CYPRESS AVENUE,EAST 138 STREET
4182015,Y,Y,Y,346,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE
4182015,Y,Y,Y,346,EAST 156 STREET,COURTLANDT AVENUE,PARK AVENUE
4192015,N,Y,N, , ,EAST 180 STREET,BOSTON ROAD
4192015,N,Y,N, , ,DEVOE AVENUE,EAST 180 STREET
4202015,N,Y,N,180,BROOK AVENUE,EAST 137 STREET,EAST 135 STREET
4232015,N,Y,N, , ,FAILE STREET,LAFAYETTE AVENUE
4232015,N,Y,N, , ,FAILE STREET,LAFAYETTE AVENUE
4232015,N,Y,N, , ,WHITE PLAINS ROAD,EAST 243 STREET
4232015,Y,Y,Y,724,EAST 217 STREET,BARNES AVENUE,WHITE PLAINS ROAD
4232015,Y,Y,Y,819,EAST 217 STREET,BRONXWOOD AVENUE,BARNES AVENUE
4242015,N,Y,N, , ,WICKHAM AVENUE,HAMMERSLEY AVENUE
4262015,Y,Y,Y,1128,EAST 229 DRIVE NORTH,EDENWALD HOUSES,EAST 229 STREET
4262015,N,N,N, , ,WATSON AVENUE,CASTLE HILL AVENUE
4262015,N,N,N, ,EAST 181 STREET,MORRIS AVENUE,CRESTON AVENUE
4272015,N,Y,N,1010,STEBBINS AVENUE,EAST 165 STREET,WESTCHESTER AVENUE
4282015,Y,Y,Y, , ,FISH AVENUE,BOSTON ROAD
4282015,N,Y,Y, , ,WASHINGTON AVENUE,EAST 169 STREET
4282015,Y,N,N,1965,SCHIEFELIN AVENUE,BAYCHESTER AVENUE,EAST 229 STREET
4302015,N,N,N, , ,WESTCHESTER AVENUE,STRATFORD AVENUE
5012015,Y,Y,Y,1186,GRENADA PLACE,BAYCHESTER AVENUE,LACONIA AVENUE
5012015,N,Y,N, , ,ARNOW AVENUE,WALLACE AVENUE
5012015,N,Y,N,2548,WHITE PLAINS ROAD,ALLERTON AVENUE,MACE AVENUE
5012015,N,Y,N,2548,WHITE PLAINS ROAD,ALLERTON AVENUE,MACE AVENUE
5022015,N,Y,N, , ,GARRISON AVENUE,HUNTS POINT AVENUE
5032015,N,Y,N, , ,SETON AVENUE,EAST 241 STREET
5042015,Y,Y,Y,399,EAST 149 STREET,MELROSE AVENUE,COURTLANDT AVENUE
5042015,Y,N,N,1145,EAST 229 DRIVE NORTH,EDENWALD HOUSES,EAST 229 STREET
5042015,N,Y,N, , ,EAST 160 STREET,MELROSE AVENUE
5042015,N,N,N, , ,GRANT AVENUE,EAST 166 STREET
5052015,N,N,N, , ,WALLACE AVENUE,BURKE AVENUE
5062015,N,Y,N,3150,ROBERTS AVENUE,BRUCKNER BOULEVARD,PARKVIEW AVENUE
5062015,N,Y,N,180,BROOK AVENUE,EAST 137 STREET,EAST 135 STREET
5062015,Y,N,N,388,EAST 141 STREET,WILLIS AVENUE,MOTT HAVEN PROJECT
5072015,N,N,N, , ,EAST 149 STREET,3 AVENUE
5082015,N,Y,N,308,EAST 145 STREET,3 AVENUE,COLLEGE AVENUE
5082015,Y,Y,N, , ,NEREID AVENUE,RICHARDSON AVENUE
5082015,N,Y,N, , ,3 AVENUE,EAST 146 STREET
5092015,Y,Y,Y,721,TINTON AVENUE,WESTCHESTER AVENUE,ADAMS PROJECT
5092015,Y,Y,Y,721,TINTON AVENUE,WESTCHESTER AVENUE,ADAMS PROJECT
5102015,N,Y,N,722,EAST 227 STREET,BARNES AVENUE,WHITE PLAINS ROAD
5112015,N,Y,N,455,EAST 148 STREET,BROOK AVENUE,BERGEN AVENUE
5132015,N,N,N,600,EAST 137 STREET,CYPRESS AVENUE,SAINT ANNS AVENUE
5132015,N,Y,N, , ,LONGFELLOW AVENUE,WESTCHESTER AVENUE
5142015,N,Y,N, , ,SHERIDAN AVENUE,MCCLELLAN STREET
5142015,Y,N,N,1720,WATSON AVENUE,ROSEDALE AVENUE,CROES AVENUE
5152015,N,Y,N,669,ARNOW AVENUE,WHITE PLAINS ROAD,BRONX PARK EAST
5152015,N,Y,N, , ,ARNOW AVENUE,WHITE PLAINS ROAD
5152015,N,Y,N,669,ARNOW AVENUE,WHITE PLAINS ROAD,BRONX PARK EAST
5172015,N,Y,N, , ,EAST 228 STREET,BRONX BOULEVARD
5172015,N,N,N,2814,BRONX PARK EAST,ARNOW AVENUE,BRITTON STREET
5172015,Y,N,Y,765,COURTLANDT AVENUE,EAST 157 STREET,EAST 156 STREET
5172015,N,Y,N,2731,WHITE PLAINS ROAD,BRITTON STREET,ALLERTON AVENUE
5182015,N,Y,N, , ,COURTLANDT AVENUE,EAST 156 STREET
5192015,N,Y,N, , ,LAFAYETTE AVENUE,MANIDA STREET
5222015,Y,Y,Y, , ,RYER AVENUE,EAST 181 STREET
5232015,N,Y,N,120,EDGEWATER PARK,LONG ISLAND SOUND,ADEE DRIVE
5232015,N,Y,Y,120,EDGEWATER PARK,LONG ISLAND SOUND,ADEE DRIVE
5242015,Y,Y,N,4136,GUNTHER AVENUE,BUSSING AVENUE,EDENWALD AVENUE
5242015,Y,Y,N,4136,GUNTHER AVENUE,BUSSING AVENUE,EDENWALD AVENUE
5242015,Y,Y,Y,350,EAST 137 STREET,DEAD END,ALEXANDER AVENUE
5242015,N,Y,N,1737,BOSTON ROAD,SOUTHERN BOULEVARD,EAST 173 STREET
5262015,N,Y,Y,1205,COLLEGE AVENUE,EAST 168 STREET,EAST 167 STREET
5282015,N,N,N, , ,VALENTINE AVENUE,EAST 201 STREET
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5302015,N,Y,N,810,EAST 227 STREET,BRONXWOOD AVENUE,BARNES AVENUE
5312015,N,Y,N, , ,SETON AVENUE,EAST 241 STREET
6042015,Y,Y,Y,520,EAST 137 STREET,SAINT ANNS AVENUE,BROOK AVENUE
6042015,N,Y,N,1700,CROTONA PARK, , 
6062015,N,Y,N,2645,3 AVENUE,EAST 143 STREET,MORRIS AVENUE
6062015,N,N,N, , ,MOSHOLU PARKWAY,BEDFORD PARK BOULEVARD
6072015,Y,Y,Y, , ,ANDREWS AVENUE,WEST 183 STREET
6072015,N,Y,N,3055,BOUCK AVENUE,BURKE AVENUE,ADEE AVENUE
6072015,Y,Y,Y,55,EVELYN PLACE,AQUEDUCT AVENUE,GRAND AVENUE
6102015,Y, ,Y,STREET, , ,JACKSON AVENUE
6132015,N,Y,Y, , ,BRONXWOOD AVENUE,EAST 217 STREET
6132015,N,Y,N,340,ALEXANDER AVENUE,EAST 142 STREET,EAST 141 STREET
6132015,N,N,N,2415,WILLIAMSBRIDGE ROAD,MACE AVENUE,WARING AVENUE
6132015,N,Y,N, , ,WHITE PLAINS ROAD,BRITTON STREET
6132015,Y,N,N,1815,BRUCKNER BOULEVARD,LELAND AVENUE,BEACH AVENUE
6132015,N,Y,N, , ,3 AVENUE,EAST 170 STREET
6132015,N,N,N, , ,BRONXWOOD AVENUE,PELHAM PARKWAY NORTH
6142015,N,Y,N,700,MORRIS AVENUE,EAST 156 STREET,EAST 153 STREET
6142015,N,Y,N, , ,ZEREGA AVENUE,TRATMAN AVENUE
6142015,Y,Y,Y,1138,EAST 229 DRIVE SOUTH,EDENWALD HOUSES,EAST 229 STREET
6162015,N,Y,N, , ,FREEMAN STREET,SOUTHERN BOULEVARD
6182015,N,Y,N,315,EAST 149 STREET,COURTLANDT AVENUE,MORRIS AVENUE
6202015,N,N,N, , , , 
6202015,N,N,N,2395,MORRIS AVENUE,EAST FORDHAM ROAD,EAST 184 STREET
6202015,N,N,N, , ,EAST FORDHAM ROAD,CRESTON AVENUE
6202015,N,N,N,981,WARING AVENUE,WILLIAMSBRIDGE ROAD,BRONXWOOD AVENUE
6202015,N,N,N, , ,JEROME AVENUE,EAST 170 STREET
6212015,Y,Y,Y,321,EAST 153 STREET,COURTLANDT AVENUE,MORRIS AVENUE
6212015,N,Y,Y,711,FAILE STREET,HUNTS POINT AVENUE,SPOFFORD AVENUE
6222015,N,Y,N, , ,EAST 225 STREET,LACONIA AVENUE
6222015,N,Y,Y, , ,LEGGETT AVENUE,GARRISON AVENUE
6222015,N,Y,Y, , ,LEGGETT AVENUE,GARRISON AVENUE
6232015,Y,N,Y, , ,SAINT ANNS AVENUE,EAST 150 STREET
6242015,N,N,N,1379,WHITE PLAINS ROAD,WOOD AVENUE,CROSS BRONX EXPRESSWAY
6242015,N,N,N,1379,WHITE PLAINS ROAD,WOOD AVENUE,CROSS BRONX EXPRESSWAY
6242015,N,Y,N,2750,OLINVILLE AVENUE,BRITTON STREET,ALLERTON AVENUE
6252015,Y,Y,N, , ,BAYCHESTER AVENUE,PITMAN AVENUE
6252015,Y,Y,Y, , ,BAYCHESTER AVENUE,PITMAN AVENUE
6252015,Y,N,N,941,HOE AVENUE,ALDUS STREET,EAST 163 STREET
6262015,N,Y,N, , ,WHITE PLAINS ROAD,EAST GUN HILL ROAD
6282015,N,Y,N,1152,COLLEGE AVENUE,EAST 167 STREET,EAST 166 STREET
6282015,N,Y,N, , ,SAINT ANNS AVENUE,EAST 138 STREET
9062015,Y,Y,N,730,EAST 161 STREET,FOREST AVENUE,JACKSON AVENUE
7032015,N,Y,N, , ,BRIGGS AVENUE,EAST 197 STREET
7032015,N,Y,N, , ,BRIGGS AVENUE,EAST 197 STREET
7032015,N,Y,N, , ,BRIGGS AVENUE,EAST 197 STREET
7042015,N,Y,N,805,PELHAM PARKWAY NORTH,BRONXWOOD AVENUE,WALLACE AVENUE
7042015,N,Y,N, , ,GARRISON AVENUE,MANIDA STREET
7052015,N,N,N,***,MANOR AVENUE,WESTCHESTER AVENUE,WATSON AVENUE
7072015,Y,Y,Y, , ,SAINT ANNS AVENUE,EAST 149 STREET
7082015,N,Y,N, , ,WESTCHESTER AVENUE,EVERGREEN AVENUE
7082015,Y,N,Y,100,EINSTEIN LOOP,HUTCHINSON RIVER PARKW,ELGAR PLACE
7092015,N,Y,N,***,RADCLIFF AVENUE,NEILL AVENUE,RHINELANDER AVENUE
7102015,N,Y,N, , ,EAST 168 STREET,WASHINGTON AVENUE
7122015,Y,Y,Y,580,CASTLE HILL AVENUE,RANDALL AVENUE,LACOMBE AVENUE
